,TXN_NUMBER,LANE_NUMBER,TXN_TIMESTAMP,TOLL_CLASS,PLATE,PLATE_CONF,JURISDICTION,JURIS_CONF,ETC_TAG_ID,VDAC_TOLL_CLASS,VDAC_SPEED,VDAC_CLASS,VDAC_CLASS_CONF,VDAC_VEH_WIDTH,VDAC_VEH_HEIGHT,VDAC_VEH_LENGTH,VDAC_NUMBERS,DUPLICATE_VDAC_DET,TXN_TYPE,TXN_EXCEPTION,DUPLICATE_AVI_DET,FRONT_IMG_NUMBER,REAR_IMG_NUMBER,OVERVIEW_IMG_NUMBER,TOLLRATESIGN_IMG_NUMBER,TAG_CLASS,HOV_VEHICLE,PASSAGE_BITMAP,PROCESSED,COMPLETE,SENT_FLAG,STORED_FLAG,ACKED_FLAG,FAILOVER_FLAG,TXN_IDENTITY,TOLL_ROAD,PLAZA_ID,SENDING_PLAZA_ID,TRANSACTION_CODE,VIOLATION_BITMAP,TAG_STATUS,TAG_FILE_ID,TAG_ACCOUNT_NUMBER,PLATE_FILE_ID,PLATE_ACCOUNT_NUMBER,CORR_AVI_IDENTITY,TXN_RSE_STATUS,AUTHORITY,PROCESSED_TIMESTAMP,RECEIVED_TIMESTAMP,TAG_CORR_CONF,RAWDATA_REFERENCE,TXN_TAGINDEX,MAINTENANCE_FLAG,RETRANSMISSION_FLAG,PRIMARY_FLAG,TCS_SENT_FLAG,VEHICLE_NUMBER,SIC,INSERT_TIME,IMAGES_PROCESSED,MATCH_B_IR_ID,MATCH_B_RES_ID,MATCH_B_TAG_ID,MATCH_C_IR_ID,MATCH_C_RES_ID,MATCH_C_TAG_ID,BOS_TAG_ID,BOS_TXN_TAGINDEX,BOS_TXN_TYPE,READY_TO_SEND
15,11eced063a31f846a1831718da028700,1.0,2017-07-02 00:20:48.570761,1.0,,,,,DNT.07239650,1.0,78.0,1.0,98.0,75.0,75.0,199.0,3.0,,1.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,1346048.0,1.0,0.0,1.0,0.0,1.0,0.0,3635653.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,0.0,0.0,,,,AVI:22457#AVDC:28700,1.0,0.0,0.0,1.0,1.0,28700.0,SC_rear,2017-07-02 00:21:21.471731,1.0,,,,22457.0,4966131.0,DNT.07239650,DNT.07239650,1.0,1.0,1.0
16,0099823fcd86bb45b0b4a0ab0f028696,1.0,2017-07-02 00:16:06.126357,1.0,,,,,DNT.11551702,1.0,75.0,1.0,100.0,71.0,59.0,175.0,2.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1346048.0,1.0,0.0,1.0,0.0,1.0,0.0,3635649.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,0.0,0.0,,,,AVI:22453#AVDC:28696,1.0,0.0,0.0,1.0,1.0,28696.0,SC_rear,2017-07-02 00:16:38.811688,1.0,,,,22453.0,4966124.0,DNT.11551702,DNT.11551702,1.0,1.0,1.0
17,2540e1b41a137442b2b508826b028666,1.0,2017-07-01 23:48:52.524041,1.0,,,,,DNT.11169361,1.0,80.0,1.0,97.0,64.0,56.0,205.0,3.0,,1.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,1346080.0,1.0,0.0,1.0,0.0,1.0,0.0,3635620.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,4.0,0.0,,,,AVI:22439#AVDC:28666,1.0,0.0,0.0,1.0,1.0,28666.0,SC_front,2017-07-01 23:49:25.805076,1.0,,,,22439.0,4966064.0,DNT.11169361,DNT.11169361,1.0,1.0,1.0
18,1bad58f0f4f92f46842e56cb54028649,1.0,2017-07-01 23:35:10.424663,1.0,,,,,DNT.13098318,1.0,74.0,1.0,100.0,68.0,65.0,200.0,2.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1346048.0,1.0,0.0,1.0,0.0,1.0,0.0,3635603.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,0.0,0.0,,,,AVI:22427#AVDC:28649,1.0,0.0,0.0,1.0,1.0,28649.0,SC_rear,2017-07-01 23:35:43.720461,1.0,,,,22427.0,4966031.0,DNT.13098318,DNT.13098318,1.0,1.0,1.0
20,11dd75046080694887b00d210e028598,1.0,2017-07-01 22:33:38.764250,1.0,,,,,DNT.11478269,1.0,64.0,1.0,100.0,68.0,58.0,188.0,2.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1346048.0,1.0,0.0,1.0,0.0,1.0,0.0,3635554.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,0.0,0.0,,,,AVI:22397#AVDC:28598,1.0,0.0,0.0,1.0,1.0,28598.0,SC_rear,2017-07-01 22:34:12.010938,1.0,,,,22397.0,4965927.0,DNT.11478269,DNT.11478269,1.0,1.0,1.0
21,28fd1fff34ab3d419abb1a6820058632,1.0,2017-07-01 22:33:28.733011,1.0,,,,,DNT.07250860,1.0,69.0,1.0,100.0,64.0,57.0,180.0,3.0,,1.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,1346048.0,1.0,0.0,1.0,0.0,1.0,0.0,3635552.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,0.0,0.0,,,,AVI:22396#AVDC:58632,1.0,0.0,0.0,1.0,1.0,58632.0,SC_rear,2017-07-01 22:34:01.602307,1.0,,,,22396.0,4965924.0,DNT.07250860,DNT.07250860,1.0,1.0,1.0
22,12dff1386ec4b54fa4751bd680058593,1.0,2017-07-01 22:05:32.977561,1.0,,,,,DNT.07774688,1.0,67.0,1.0,97.0,71.0,83.0,246.0,3.0,,1.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,1346048.0,1.0,0.0,1.0,0.0,1.0,0.0,3635513.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,0.0,0.0,,,,AVI:22369#AVDC:58593,1.0,0.0,0.0,1.0,1.0,58593.0,SC_rear,2017-07-01 22:06:07.268093,1.0,,,,22369.0,4965845.0,DNT.07774688,DNT.07774688,1.0,1.0,1.0
24,c99c76a8ba6abe4995b786b7ba058582,1.0,2017-07-01 21:58:17.143999,1.0,,,,,DNT.09346724,1.0,59.0,1.0,98.0,64.0,56.0,161.0,2.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1346080.0,1.0,0.0,1.0,0.0,1.0,0.0,3635502.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,4.0,0.0,,,,AVI:22362#AVDC:58582,1.0,0.0,0.0,1.0,1.0,58582.0,SC_front,2017-07-01 21:58:50.727170,1.0,,,,22362.0,4965824.0,DNT.09346724,DNT.09346724,1.0,1.0,1.0
25,703561fd97900d4bbd5ddc8695028467,1.0,2017-07-01 20:58:14.414069,1.0,,,,,DNT.08048167,1.0,69.0,1.0,100.0,67.0,56.0,184.0,2.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1346080.0,1.0,0.0,1.0,0.0,1.0,0.0,3635427.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,4.0,0.0,,,,AVI:22318#AVDC:28467,1.0,0.0,0.0,1.0,1.0,28467.0,SC_front,2017-07-01 20:58:47.694832,1.0,,,,22318.0,4965666.0,DNT.08048167,DNT.08048167,1.0,1.0,1.0
26,c53076723c255c49913756a0f7028463,1.0,2017-07-01 20:57:20.278731,1.0,,,,,DNT.13390778,1.0,64.0,1.0,100.0,65.0,56.0,187.0,2.0,,1.0,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,1346048.0,1.0,0.0,1.0,0.0,1.0,0.0,3635423.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,0.0,0.0,,,,AVI:22315#AVDC:28463,1.0,0.0,0.0,1.0,1.0,28463.0,SC_rear,2017-07-01 20:57:54.127418,1.0,,,,22315.0,4965658.0,DNT.13390778,DNT.13390778,1.0,1.0,1.0
28,9b513a78669c824c8224505c1b028455,1.0,2017-07-01 20:54:26.416189,1.0,,,,,DNT.11015587,1.0,64.0,1.0,100.0,63.0,58.0,147.0,3.0,,1.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,1346048.0,1.0,0.0,1.0,0.0,1.0,0.0,3635415.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,0.0,0.0,,,,AVI:22309#AVDC:28455,1.0,0.0,0.0,1.0,1.0,28455.0,SC_rear,2017-07-01 20:54:59.633329,1.0,,,,22309.0,4965642.0,DNT.11015587,DNT.11015587,1.0,1.0,1.0
29,61ea1d5c7c1d7d40af305a83a7028450,1.0,2017-07-01 20:50:12.329505,1.0,,,,,DNT.11942709,1.0,69.0,1.0,96.0,77.0,77.0,242.0,2.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1346080.0,1.0,0.0,1.0,0.0,1.0,0.0,3635410.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,4.0,0.0,,,,AVI:22306#AVDC:28450,1.0,0.0,0.0,1.0,1.0,28450.0,SC_front,2017-07-01 20:50:45.452291,1.0,,,,22306.0,4965632.0,DNT.11942709,DNT.11942709,1.0,1.0,1.0
30,0c33bb494b0bb54cbc3506710e028430,1.0,2017-07-01 20:39:20.402672,1.0,,,,,DNT.08607976,1.0,64.0,1.0,100.0,64.0,57.0,171.0,3.0,,1.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,1346048.0,1.0,0.0,1.0,0.0,1.0,0.0,3635390.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,0.0,0.0,,,,AVI:22294#AVDC:28430,1.0,0.0,0.0,1.0,1.0,28430.0,SC_rear,2017-07-01 20:39:54.031650,1.0,,,,22294.0,4965593.0,DNT.08607976,DNT.08607976,1.0,1.0,1.0
31,8785e5345473f74e98894a8fb3028378,1.0,2017-07-01 20:03:15.069106,1.0,,,,,DNT.07267548,1.0,67.0,1.0,100.0,68.0,57.0,168.0,2.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1346048.0,1.0,0.0,1.0,0.0,1.0,0.0,3635338.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,0.0,0.0,,,,AVI:22261#AVDC:28378,1.0,0.0,0.0,1.0,1.0,28378.0,SC_rear,2017-07-01 20:03:48.418021,1.0,,,,22261.0,4965488.0,DNT.07267548,DNT.07267548,1.0,1.0,1.0
32,05a9439afeb7004985395eee34058412,1.0,2017-07-01 20:03:04.326167,1.0,,,,,DNT.13096511,1.0,61.0,1.0,100.0,74.0,73.0,211.0,3.0,,1.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,1346080.0,1.0,0.0,1.0,0.0,1.0,0.0,3635336.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,4.0,0.0,,,,AVI:22259#AVDC:58412,1.0,0.0,0.0,1.0,1.0,58412.0,SC_front,2017-07-01 20:03:37.236917,1.0,,,,22259.0,4965483.0,DNT.13096511,DNT.13096511,1.0,1.0,1.0
33,6c833cd05a936d49b0419d919e058360,1.0,2017-07-01 19:29:20.876948,1.0,,,,,DNT.11377467,1.0,62.0,1.0,100.0,64.0,69.0,191.0,3.0,,1.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,1346080.0,1.0,0.0,1.0,0.0,1.0,0.0,3635285.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,4.0,0.0,,,,AVI:22232#AVDC:58360,1.0,0.0,0.0,1.0,1.0,58360.0,SC_front,2017-07-01 19:29:55.116267,1.0,,,,22232.0,4965379.0,DNT.11377467,DNT.11377467,1.0,1.0,1.0
34,a0fdaf502877dd4e8d14373e02058357,1.0,2017-07-01 19:25:49.291565,1.0,,,,,DNT.11903562,1.0,67.0,1.0,99.0,63.0,57.0,221.0,2.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1346080.0,1.0,0.0,1.0,0.0,1.0,0.0,3635282.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,4.0,0.0,,,,AVI:22231#AVDC:58357,1.0,0.0,0.0,1.0,1.0,58357.0,SC_front,2017-07-01 19:26:22.521707,1.0,,,,22231.0,4965374.0,DNT.11903562,DNT.11903562,1.0,1.0,1.0
35,7da603fce61d6148bcb1c7a8a2028254,1.0,2017-07-01 18:31:31.027287,1.0,,,,,DNT.08534642,1.0,73.0,1.0,100.0,74.0,81.0,214.0,3.0,,1.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,1346048.0,1.0,0.0,1.0,0.0,1.0,0.0,3635218.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,0.0,0.0,,,,AVI:22194#AVDC:28254,1.0,0.0,0.0,1.0,1.0,28254.0,SC_rear,2017-07-01 18:32:04.290364,1.0,,,,22194.0,4965240.0,DNT.08534642,DNT.08534642,1.0,1.0,1.0
38,28fa2931419dc940b9a65a8a89058153,1.0,2017-07-01 16:53:08.133636,1.0,,,,,DNT.08193419,1.0,59.0,1.0,100.0,68.0,74.0,215.0,2.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1346048.0,1.0,0.0,1.0,0.0,1.0,0.0,3635091.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,0.0,0.0,,,,AVI:22128#AVDC:58153,1.0,0.0,0.0,1.0,1.0,58153.0,SC_rear,2017-07-01 16:53:41.235151,1.0,,,,22128.0,4964966.0,DNT.08193419,DNT.08193419,1.0,1.0,1.0
39,514e3d403df8e742838c2664df058087,1.0,2017-07-01 15:53:42.677632,1.0,,,,,DNT.08627792,1.0,64.0,1.0,99.0,64.0,56.0,158.0,2.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1346048.0,1.0,0.0,1.0,0.0,1.0,0.0,3635029.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,0.0,0.0,,,,AVI:22094#AVDC:58087,1.0,0.0,0.0,1.0,1.0,58087.0,SC_rear,2017-07-01 15:54:16.450575,1.0,,,,22094.0,4964833.0,DNT.08627792,DNT.08627792,1.0,1.0,1.0
40,2818794b3f61b84f879fb282ca027921,1.0,2017-07-01 13:17:40.591201,1.0,,,,,DNT.13190856,1.0,65.0,1.0,100.0,73.0,74.0,216.0,3.0,,1.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,1346080.0,1.0,0.0,1.0,0.0,1.0,0.0,3634914.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,4.0,0.0,,,,AVI:22032#AVDC:27921,1.0,0.0,0.0,1.0,1.0,27921.0,SC_front,2017-07-01 13:18:14.427039,1.0,,,,22032.0,4964574.0,DNT.13190856,DNT.13190856,1.0,1.0,1.0
41,c37c0e156e52f74284f0355ff8027902,1.0,2017-07-01 12:49:05.377125,1.0,,,,,DNT.09973237,1.0,72.0,1.0,100.0,69.0,57.0,183.0,3.0,,1.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,1346080.0,1.0,0.0,1.0,0.0,1.0,0.0,3634896.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,4.0,0.0,,,,AVI:22025#AVDC:27902,1.0,0.0,0.0,1.0,1.0,27902.0,SC_front,2017-07-01 12:49:38.404889,1.0,,,,22025.0,4964536.0,DNT.09973237,DNT.09973237,1.0,1.0,1.0
42,1bd868845480b046a8f13d4aa7027889,1.0,2017-07-01 12:33:08.192161,1.0,,,,,DNT.10600544,1.0,54.0,1.0,99.0,68.0,57.0,178.0,3.0,,1.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,1346048.0,1.0,0.0,1.0,0.0,1.0,0.0,3634883.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,0.0,0.0,,,,AVI:22017#AVDC:27889,1.0,0.0,0.0,1.0,1.0,27889.0,SC_rear,2017-07-01 12:33:41.779716,1.0,,,,22017.0,4964509.0,DNT.10600544,DNT.10600544,1.0,1.0,1.0
43,327a87031ca3254396e76cd38a057924,1.0,2017-07-01 12:32:50.179941,1.0,,,,,DNT.11288005,1.0,57.0,1.0,100.0,69.0,57.0,169.0,3.0,,1.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,1346048.0,1.0,0.0,1.0,0.0,1.0,0.0,3634882.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,0.0,0.0,,,,AVI:22016#AVDC:57924,1.0,0.0,0.0,1.0,1.0,57924.0,SC_rear,2017-07-01 12:33:23.252735,1.0,,,,22016.0,4964507.0,DNT.11288005,DNT.11288005,1.0,1.0,1.0
44,0d4feb27ea9f664b93b792432d027878,1.0,2017-07-01 12:08:51.321674,1.0,,,,,DNT.09673807,1.0,63.0,1.0,99.0,71.0,57.0,160.0,2.0,,1.0,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,1346080.0,1.0,0.0,1.0,0.0,1.0,0.0,3634872.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,4.0,0.0,,,,AVI:22007#AVDC:27878,1.0,0.0,0.0,1.0,1.0,27878.0,SC_front,2017-07-01 12:09:24.709474,1.0,,,,22007.0,4964488.0,DNT.09673807,DNT.09673807,1.0,1.0,1.0
45,a7a32367d8420b41a89487a0f9057906,1.0,2017-07-01 11:45:51.475229,1.0,,,,,DNT.11374745,1.0,72.0,1.0,100.0,70.0,57.0,151.0,3.0,,1.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,1346080.0,1.0,0.0,1.0,0.0,1.0,0.0,3634865.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,4.0,0.0,,,,AVI:22003#AVDC:57906,1.0,0.0,0.0,1.0,1.0,57906.0,SC_front,2017-07-01 11:46:25.259612,1.0,,,,22003.0,4964471.0,DNT.11374745,DNT.11374745,1.0,1.0,1.0
46,0401fec32d93d642ae3d111113057861,1.0,2017-07-01 10:13:40.290238,1.0,,,,,DNT.10510282,1.0,71.0,1.0,98.0,66.0,66.0,198.0,2.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1346080.0,1.0,0.0,1.0,0.0,1.0,0.0,3634828.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,4.0,0.0,,,,AVI:21986#AVDC:57861,1.0,0.0,0.0,1.0,1.0,57861.0,SC_front,2017-07-01 10:14:13.788931,1.0,,,,21986.0,4964381.0,DNT.10510282,DNT.10510282,1.0,1.0,1.0
47,5742b1844c474b40ae3016b325057809,1.0,2017-07-01 07:16:16.536372,1.0,,,,,DNT.10824818,1.0,65.0,1.0,99.0,65.0,58.0,201.0,2.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1346080.0,1.0,0.0,1.0,0.0,1.0,0.0,3634775.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,4.0,0.0,,,,AVI:21966#AVDC:57809,1.0,0.0,0.0,1.0,1.0,57809.0,SC_front,2017-07-01 07:16:49.417836,1.0,,,,21966.0,4964277.0,DNT.10824818,DNT.10824818,1.0,1.0,1.0
48,b98055ce7a11bc448f062c36ca057805,1.0,2017-07-01 07:03:46.487985,1.0,,,,,DNT.13102122,1.0,66.0,1.0,100.0,74.0,76.0,197.0,3.0,,1.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,1346080.0,1.0,0.0,1.0,0.0,1.0,0.0,3634771.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,4.0,0.0,,,,AVI:21964#AVDC:57805,1.0,0.0,0.0,1.0,1.0,57805.0,SC_front,2017-07-01 07:04:20.227371,1.0,,,,21964.0,4964269.0,DNT.13102122,DNT.13102122,1.0,1.0,1.0
49,06c69c3e0f01b842b0f371f196027708,1.0,2017-07-01 05:04:25.837029,1.0,,,,,DNT.11763532,1.0,64.0,1.0,100.0,74.0,75.0,199.0,3.0,,1.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,1346048.0,1.0,0.0,1.0,0.0,1.0,0.0,3634720.0,1.0,11011.0,11011.0,0.0,0.0,,,,,,,0.0,0.0,,,,AVI:21945#AVDC:27708,1.0,0.0,0.0,1.0,1.0,27708.0,SC_rear,2017-07-01 05:04:59.508238,1.0,,,,21945.0,4964148.0,DNT.11763532,DNT.11763532,1.0,1.0,1.0
