Balsa Wood	3710	92
Honeycomb Aluminium A3003-H19	71070	0
Phenolics	7000	55
Polyurethane	1900	70
Polystyrene	1100	40
PVC	5500	65
---------------------CUSTOM---------------------	0	0
Foam	26.06	1
Nucleo do Eduardo	2.0	1.0
nucleo	2.0	1.0
